Região	Unidade	Latitude	Longitude	Altitude 	Altitude	Altitude	Fator 
NORDESTE	PI	-5,5880675	-42,6141566	137,9107	116,873	-21,04	-21,04
NORDESTE	PI	-4,9703156	-42,3741927	154,6624	133,782	-20,88	-20,8
NORDESTE	PI	-5,4667251	-41,3429863	270,1213	254,245	-15,88	-16,06
NORDESTE	PI	-3,839444	-42,4178133	73,0994	52,045	-21,05	-21,13
NORDESTE	PI	-2,9585492	-41,7194276	24,8827	5,362	-19,52	-19,51
NORDESTE	PI	-3,8999	-41,7109599	92,3528	73,822	-18,53	-18,45
NORDESTE	PI	-8,8683602	-42,7557177	589,9594	575,246	-14,71	-14,71
NORDESTE	PI	-8,4401689	-43,8838367	225,6019	206,213	-19,39	-19,32
NORDESTE	PI	-9,4669917	-44,6572421	408,9656	391,606	-17,36	-17,36
NORDESTE	PI	-7,6892752	-43,9127612	399,726	378,713	-21,01	-21,03
NORDESTE	PI	-7,2363465	-43,9147728	263,3148	241,511	-21,8	-21,87
NORDESTE	PI	-4,4905399	-41,4071166	544,6332	527,951	-16,68	-16,72
NORDESTE	PI	-10,3521499	-44,7470936	352,6577	337,249	-15,41	-15,43
NORDESTE	PI	-10,0180976	-45,3059651	437,7596	421,365	-16,39	-16,48
NORDESTE	PI	-5,9487934	-43,0664297	130,9218	109,425	-21,5	-21,54
NORDESTE	PI	-6,4399678	-41,8530846	330,6372	313,027	-17,61	-17,62
NORDESTE	PI	-6,0052839	-42,3194005	218,7078	199,083	-19,62	-19,64
NORDESTE	PI	-4,7829146	-42,1181889	119,3184	99,236	-20,08	-20,09
NORDESTE	PI	-5,4740695	-42,0028922	152,1122	133,143	-18,97	-19,13
NORDESTE	PI	-3,2099713	-41,8295424	64,544	44,862	-19,68	-19,72
NORDESTE	PI	-6,7543326	-43,5626595	165,6457	144,138	-21,51	-21,65
NORDESTE	PI	-7,1303974	-42,5570735	150,3684	130,483	-19,89	-19,87
NORDESTE	PI	-7,5928167	-42,574169	164,1377	145,389	-18,75	-18,67
NORDESTE	PI	-8,5455136	-42,321311	373,5547	359,186	-14,37	-15,01
NORDESTE	PI	-7,6402997	-41,2711242	234,3915	220,42	-13,97	-13,98
NORDESTE	PI	-7,1138425	-41,7619803	271,7959	255,034	-16,76	-16,7
NORDESTE	PI	-7,2071517	-43,1373332	222,0728	201,307	-20,77	-20,8
NORDESTE	PI	-6,6170793	-40,8611391	731,2766	718,919	-12,36	-12,51
NORDESTE	RN	-5,0631418	-37,1615551	18,1599	10,734	-7,43	-7,43
NORDESTE	RN	-5,2940845	-36,8775877	22,5309	15,827	-6,7	-6,66
NORDESTE	RN	-5,5534502	-36,9144851	33,8737	27,39	-6,48	-6,48
NORDESTE	RN	-5,6755254	-36,6281507	133,3383	127,14	-6,2	-6,17
NORDESTE	RN	-6,1445451	-36,8108392	326,4851	320,93	-5,56	-5,65
NORDESTE	RN	-6,6349366	-37,3551119	198,3984	191,201	-7,2	-7,16
NORDESTE	RN	-6,5823721	-36,8129572	260,5066	254,943	-5,56	-5,53
NORDESTE	RN	-5,1645239	-37,4256132	52,7129	45,284	-7,43	-7,5
NORDESTE	RN	-5,7889389	-37,5595585	158,101	150,934	-7,17	-7,13
NORDESTE	RN	-5,9248339	-36,6395353	119,6806	113,866	-5,81	-5,84
NORDESTE	RN	-5,5610114	-35,7411057	110,4961	105,428	-5,07	-5,17
NORDESTE	RN	-6,1161933	-35,6799947	145,4596	140,849	-4,61	-4,62
NORDESTE	RN	-6,2212159	-37,9184559	293,9492	286,522	-7,43	-7,56
NORDESTE	RN	-5,3012779	-37,5597673	67,9787	60,643	-7,34	-7,34
NORDESTE	RN	-6,0621134	-35,3090602	42,4937	37,781	-4,71	-4,68
NORDESTE	RN	-5,2445577	-36,3838624	36,0862	30,157	-5,93	-5,95
NORDESTE	SE	-11,1109666	-37,8483687	225,4644	215,383	-10,08	-10,15
NORDESTE	SE	-10,4428252	-37,460981	246,1561	236,451	-9,71	-9,85
NORDESTE	SE	-10,9434083	-37,199616	57,7639	47,296	-10,47	-10,5
NORDESTE	SE	-9,9860996	-37,0951393	46,5535	37,045	-9,51	-9,42
NORTE	AM	-7,8359766	-62,2940884	66,9655	71,787	4,82	4,9
NORTE	AM	-4,8818032	-61,4369289	40,351	33,797	-6,55	-6,49
NORTE	AM	-8,2512707	-63,9312163	80,4722	91,095	10,62	10,64
NORTE	AM	-3,1161504	-60,0560307	52,6623	40,16	-12,5	-12,46
NORTE	AM	-3,2953633	-60,6279734	44,2519	33,374	-10,88	-10,8
NORTE	AM	-7,2609416	-64,7990473	65,0447	73,528	8,48	8,55
NORTE	AM	-1,3165296	-60,3897338	64,5907	52,545	-12,05	-11,93
NORTE	AM	-7,5061763	-63,0207813	57,8053	64,242	6,44	6,4
NORTE	AM	-7,5503047	-63,0775949	59,6233	66,353	6,73	6,68
NORTE	AM	-6,9289126	-63,0808001	51,6395	55,022	3,38	3,43
NORTE	AM	-6,3239957	-62,7720486	60,1222	60,473	0,35	0,42
NORTE	AM	-5,7266165	-62,270741	56,3892	53,714	-2,68	-2,68
NORTE	AM	-4,7131758	-61,2933325	24,2925	17,274	-7,02	-7
NORTE	AM	-3,6213646	-60,2411539	29,5052	18,728	-10,78	-10,69
NORTE	AM	-4,2220353	-60,8222395	28,7384	21,191	-7,55	-7,49
NORTE	AM	-6,8883092	-59,2476753	125,7698	120,535	-5,23	-5,26
NORTE	AM	-6,6995438	-58,8672984	135,3211	129,02	-6,3	-6,24
NORTE	AM	-7,1224661	-59,7678274	104,0555	99,952	-4,1	-4,12
NORTE	AM	-7,4494912	-60,4645215	75,0696	73,143	-1,93	-1,87
NORTE	AM	-8,0021435	-61,7482055	106,2772	110,995	4,72	4,66
NORTE	AM	-7,5923638	-62,7470432	60,6832	66,792	6,11	6,08
NORTE	AP	0,0514336	-51,0693884	16,4559	-6,379	-22,83	-22,97
NORTE	AP	0,0468746	-51,0713582	14,5101	-8,139	-22,65	-22,97
NORTE	AP	-0,0573427	-51,1806468	7,5077	-15,506	-23,01	-23,04
NORTE	AP	-0,0542158	-51,1802089	8,5059	-14,47	-22,98	-23,04
NORTE	AP	-0,0412609	-51,1679334	12,8206	-10,162	-22,98	-23,04
NORTE	AP	-0,0608744	-51,1601337	5,3587	-17,561	-22,92	-23,03
NORTE	AP	0,2306183	-51,1008749	28,3118	5,155	-23,16	-23,2
NORTE	AP	0,5314639	-50,9428952	13,5202	-10,362	-23,88	-23,85
NORTE	AP	0,7803048	-51,9501219	77,6815	52,422	-25,26	-25,33
NORTE	AP	-0,3376452	-51,9006879	75,1981	51,922	-23,28	-23,22
NORTE	AP	-0,1148459	-51,2900103	11,5571	-11,497	-23,05	-23,02
NORTE	AP	0,1365347	-51,1403717	21,0103	-2,164	-23,17	-23,15
NORTE	AP	0,3180537	-51,0858763	28,8113	5,447	-23,36	-23,3
NORTE	AP	0,5662297	-51,1515077	61,0968	37,295	-23,8	-23,84
NORTE	AP	0,6397434	-51,6082187	76,6837	52,253	-24,43	-24,62
NORTE	AP	0,6912548	-51,374544	82,6081	58,334	-24,27	-24,19
NORTE	AP	0,8661267	-51,1982069	33,6514	9,249	-24,4	-24,35
NORTE	AP	1,3013823	-50,9504946	34,8518	8,887	-25,96	-25,97
NORTE	AP	1,0735072	-51,0697598	52,7138	27,81	-24,9	-24,96
NORTE	AP	1,5403588	-50,9119954	17,023	-9,837	-26,86	-26,77
NORTE	AP	1,8075672	-50,8780283	21,1275	-6,401	-27,53	-27,47
NORTE	AP	2,072198	-50,8971007	17,1503	-10,774	-27,92	-27,91
NORTE	AP	2,3018386	-50,9617402	21,5633	-6,83	-28,39	-28,35
NORTE	AP	2,8413308	-51,3985316	40,827	11,626	-29,2	-29,31
NORTE	AP	2,6039996	-51,3324455	70,7433	42,071	-28,67	-28,73
NORTE	AP	2,4834309	-51,0333107	14,8418	-13,945	-28,79	-28,67
NORTE	AP	3,5368501	-51,7678688	79,4882	48,844	-30,64	-30,76
NORTE	AP	3,3147285	-51,6304826	48,6117	18,522	-30,09	-30,22
NORTE	AP	3,1235862	-51,498937	52,3287	22,503	-29,83	-29,81
NORTE	AP	1,0970426	-52,3839135	111,5662	85,406	-26,16	-26,18
NORTE	AP	1,0254437	-52,2711472	119,601	93,523	-26,08	-26,01
NORTE	AP	0,8556887	-52,0268458	101,1753	75,606	-25,57	-25,52
NORTE	AP	0,6460008	-51,8384485	76,6323	51,762	-24,87	-24,98
NORTE	AP	-0,0916506	-51,7330449	22,4092	-0,95	-23,36	-23,28
NORTE	AP	-0,4572253	-52,121095	36,9754	13,697	-23,28	-23,17
NORTE	AP	-0,5969154	-52,3289843	98,937	75,54	-23,4	-23,26
NORTE	AP	-0,7086175	-52,3856456	133,2562	109,816	-23,44	-23,4
NORTE	AP	3,8286244	-51,7962377	28,9393	-2,691	-31,63	-31,47
NORTE	AP	0,5756525	-50,8097469	17,9132	-6,269	-24,18	-24,15
NORTE	AP	0,6836984	-50,8005974	20,4478	-3,937	-24,38	-24,4
NORTE	AP	0,5995913	-50,7044338	14,45	-9,87	-24,32	-24,31
NORTE	AP	0,0719051	-51,4401293	3,8222	-19,379	-23,2	-23,25
NORTE	AP	0,2168214	-51,2929429	31,2003	7,91	-23,29	-23,35
NORTE	AP	-0,2219593	-51,4318978	7,8299	-14,946	-22,78	-23,05
NORTE	AP	0,8430157	-51,1848259	53,0696	28,789	-24,28	-24,33
NORTE	AP	1,423701	-50,9227805	29,2024	2,842	-26,36	-26,47
NORTE	AP	1,7653781	-50,8823247	15,8509	-11,621	-27,47	-27,37
NORTE	AP	2,3731952	-50,9638186	17,3448	-11,171	-28,52	-28,5
NORTE	AP	0,5761098	-50,7383778	14,347	-9,839	-24,19	-24,22
NORTE	AP	0,7040196	-51,4231331	78,2415	53,936	-24,31	-24,34
NORTE	AP	0,9014429	-52,0023364	149,0417	123,58	-25,46	-25,57
NORTE	AP	-0,0609906	-51,1686586	5,3082	-17,778	-23,09	-23,03
NORTE	AP	0,03132	-51,0506521	6,1006	-16,854	-22,95	-22,91
NORTE	AP	0,0050782	-51,072809	4,7472	-18,207	-22,95	-22,93
NORTE	AP	0,4007371	-50,8387727	8,6635	-14,942	-23,61	-23,61
NORTE	AP	0,2162946	-51,0186586	20,0047	-3,129	-23,13	-23,11
NORTE	AP	0,1453059	-51,5877319	8,2716	-15,244	-23,52	-23,47
NORTE	AP	0,2362491	-51,3217742	13,1228	-10,299	-23,42	-23,37
NORTE	AP	0,0838776	-51,0795552	12,4164	-10,619	-23,04	-23,04
NORTE	AP	0,0098533	-51,6368133	34,5516	11,183	-23,37	-23,33
NORTE	AP	-0,0904522	-51,4345979	16,8211	-6,28	-23,1	-23,08
NORTE	AP	-0,8219678	-52,5156586	51,8962	28,584	-23,31	-23,5
NORTE	AP	-0,0613814	-51,1679541	5,2226	-17,783	-23,01	-23,03
NORTE	AP	-0,0595851	-51,1664823	6,5739	-16,436	-23,01	-23,03
NORTE	AP	-0,0544623	-51,1672668	8,8343	-14,141	-22,98	-23,04
NORTE	AP	-0,0616116	-51,1673432	5,2478	-17,761	-23,01	-23,03
NORTE	AP	-0,0531537	-51,1799056	9,4895	-13,535	-23,02	-23,04
NORTE	PA	-7,1424019	-55,3822311	224,5053	208,574	-15,93	-15,97
NORTE	PA	-6,8353307	-49,5828738	222,0871	200,259	-21,83	-22,56
NORTE	PA	-5,2458647	-57,1159259	110,8357	94,975	-15,86	-16,04
NORTE	PA	-1,2975177	-47,9498164	45,7968	19,941	-25,86	-25,91
NORTE	PA	-8,622302	-50,4379198	222,9822	204,115	-18,87	-18,85
NORTE	PA	-9,5304718	-50,7651635	211,0308	194,365	-16,67	-16,76
NORTE	PA	-1,7248839	-48,8896399	6,613	-18,365	-24,98	-24,72
NORTE	PA	-2,426354	-54,701349	30,0836	9,112	-20,97	-20,93
NORTE	PA	-8,2397427	-49,530043	201,4127	178,519	-22,89	-22,91
NORTE	PA	-5,069668	-56,157462	108,8754	91,003	-17,87	-17,95
NORTE	PA	-1,5825504	-48,0163632	28,9087	3,042	-25,87	-25,9
NORTE	PA	-2,9925036	-47,3632709	77,7691	51,122	-26,65	-26,55
NORTE	PA	-3,3537094	-52,6230181	163,9901	138,922	-25,07	-25,01
NORTE	PA	-4,1247235	-54,9517693	118,7843	97,655	-21,13	-21,16
NORTE	PA	-4,2676744	-56,0493243	28,0255	7,956	-20,07	-20
NORTE	PA	-4,3439913	-55,9608506	38,4018	18,297	-20,1	-20,15
NORTE	PA	-2,0137408	-47,6981028	45,4697	19,557	-25,91	-25,9
NORTE	PA	-1,9968783	-47,9448902	48,5596	22,392	-26,17	-26,14
NORTE	PA	-6,2764133	-57,901112	85,1742	77,618	-7,56	-9,79
NORTE	PA	-8,7369998	-54,9650752	378,3586	365,336	-13,02	-13,03
NORTE	PA	-5,2504458	-49,0609162	96,1817	71,622	-24,56	-24,44
NORTE	PA	-2,4551184	-48,7407425	22,9475	-3,874	-26,82	-26,79
NORTE	PA	-1,2111363	-47,1464999	35,5547	9,779	-25,78	-25,58
NORTE	PA	-4,2721533	-49,9251109	89,8045	65,849	-23,96	-23,93
NORTE	RO	-10,879236	-61,9458179	159,5418	172,621	13,08	12,9
NORTE	RO	-8,740544	-63,9032861	85,4705	97,221	11,75	11,61
NORTE	RO	-9,9286931	-63,0588031	117,432	131,324	13,89	13,82
NORTE	RO	-9,3228946	-64,6239921	119,6617	133,123	13,46	13,42
NORTE	RO	-10,7903055	-65,3455528	128,9128	151,79	22,88	22,74
NORTE	RO	-9,7844634	-66,4411904	141,5147	162,878	21,36	21,31
NORTE	RO	-9,6912746	-65,3747471	100,5415	118,213	17,67	17,6
NORTE	RO	-10,3610482	-65,3160175	140,835	162,623	21,79	21,34
NORTE	RO	-9,368122	-63,1341946	120,9727	132,867	11,89	11,85
NORTE	RO	-10,5925629	-62,3527982	245,5982	259,664	14,07	13,95
NORTE	RR	4,4824489	-61,1482342	938,8561	922,852	-16	-16
NORTE	RR	2,8559679	-60,6975809	80,8387	64,798	-16,04	-15,9
NORTE	RR	1,8054318	-61,1506179	49,9966	37,473	-12,52	-12,06
NORTE	RR	3,5604694	-60,939154	94,9721	78,094	-16,88	-16,78
NORTE	RR	3,6794942	-60,9823234	89,45	72,485	-16,97	-16,95
NORTE	RR	3,8225452	-60,9958349	101,2735	83,988	-17,29	-17,28
NORTE	RR	3,946373	-61,0236637	117,657	100,084	-17,57	-17,63
NORTE	RR	4,09322	-61,0390556	131,9751	114,063	-17,91	-17,68
NORTE	RR	4,2108583	-61,0127386	171,2022	153,349	-17,85	-17,71
NORTE	RR	4,3053206	-61,0804729	352,0718	334,806	-17,27	-17,19
NORTE	RR	4,405922	-61,1642438	461,5087	445,057	-16,45	-16,36
NORTE	RR	-0,0747169	-60,6971391	46,7193	34,906	-11,81	-11,73
NORTE	RR	1,0875092	-60,3855152	77,75	63,658	-14,09	-14,06
NORTE	RR	1,3115568	-60,5732685	72,3994	58,541	-13,86	-13,88
NORTE	RR	1,8295084	-61,1318197	51,7238	39,165	-12,56	-12,08
NORTE	RR	0,9261501	-59,8183014	129,5683	113,604	-15,96	-15,84
NORTE	TO	-11,5867011	-48,6729182	234,8871	218,991	-15,9	-15,94
NORTE	TO	-12,2186189	-47,2968241	401,896	383,555	-18,34	-18,34
NORTE	TO	-11,6484419	-47,4016012	350,8731	333,629	-17,24	-17,21
NORTE	TO	-12,1842216	-46,4560714	533,3412	516,37	-16,97	-16,91
NORTE	TO	-12,7287279	-46,4671767	435,1426	418,377	-16,77	-16,58
NORTE	TO	-10,4318647	-48,9988595	289,5533	271,043	-18,51	-18,4
NORTE	TO	-12,6762688	-50,5912982	207,1515	193,103	-14,05	-14,08
NORTE	TO	-12,2898137	-48,2392581	290,4341	275,035	-15,4	-15,47
NORTE	TO	-12,6213725	-47,8861538	270,4425	253,618	-16,82	-16,81
NORTE	TO	-12,7437272	-48,2374296	268,8914	253,686	-15,21	-15,18
NORTE	TO	-12,4210016	-48,6240231	298,6254	284,32	-14,31	-14,4
NORTE	TO	-12,914303	-46,9537749	749,0111	731,301	-17,71	-17,85
NORTE	TO	-11,7925663	-46,9062941	422,1401	404,508	-17,63	-17,7
NORTE	TO	-10,9311899	-48,5230495	253,0913	236,485	-16,61	-16,61
NORTE	TO	-9,5654998	-46,6165731	454,0876	433,747	-20,34	-20,6
NORTE	TO	-9,7648506	-48,7034962	338,8428	319,87	-18,97	-19,04
NORTE	TO	-8,312089	-49,2029983	181,9034	158,488	-23,42	-23,46
NORTE	TO	-5,727393	-48,1173495	129,3153	104,666	-24,65	-24,66
NORTE	TO	-7,550267	-48,4164369	268,4324	245,422	-23,01	-22,97
NORTE	TO	-11,600182	-50,5704365	190,2797	172,615	-17,66	-17,7
SUDESTE	ES	-20,7956487	-40,8094166	37,4319	29,73	-7,7	-6,94
SUDESTE	ES	-20,2331376	-40,2753731	33,7744	25,89	-7,88	-7,34
SUDESTE	ES	-20,2124997	-40,2680291	37,4682	30,085	-7,38	-7,36
SUDESTE	ES	-19,3908232	-40,0732861	38,9161	31,153	-7,76	-7,82
SUDESTE	ES	-18,7117171	-39,8761929	44,1152	36,221	-7,89	-7,9
SUDESTE	ES	-18,1331624	-40,3636408	188,7912	179,816	-8,98	-8,99
SUDESTE	ES	-18,7505876	-40,8897362	211,9931	202,71	-9,28	-9,31
SUDESTE	ES	-19,887453	-40,8675409	185,3607	177,944	-7,42	-7,29
SUDESTE	ES	-18,3806063	-40,8195724	234,5423	225,186	-9,36	-9,38
SUDESTE	ES	-20,7495066	-41,473122	114,8423	108,145	-6,7	-6,61
SUDESTE	ES	-20,7697657	-41,1627492	71,7616	64,767	-6,99	-7,01
SUDESTE	ES	-19,051492	-40,0292262	48,1449	40,224	-7,92	-7,9
SUDESTE	ES	-19,9341059	-40,6008784	651,2828	644,528	-6,75	-6,85
SUDESTE	ES	-21,1152472	-41,025531	26,7487	19,599	-7,15	-7,1
SUDESTE	ES	-20,2568888	-41,3639231	1056,7989	1050,764	-6,03	-6,21
SUDESTE	ES	-20,38209	-41,0234736	1082,3429	1076,679	-5,66	-5,7
SUDESTE	ES	-19,6316457	-40,2262725	68,8	60,934	-7,87	-7,87
SUDESTE	ES	-19,4809574	-40,6763398	128,1251	119,745	-8,38	-8,35
SUDESTE	MG	-16,1887985	-43,0997479	982,575	970,361	-12,21	-12,29
SUDESTE	MG	-19,7620378	-48,1015818	763,7083	754,043	-9,67	-9,64
SUDESTE	MG	-16,1825643	-40,6934616	187,1345	178,342	-8,79	-8,75
SUDESTE	MG	-15,6242188	-46,4223333	552,0482	538,061	-13,99	-13,9
SUDESTE	MG	-16,3327763	-47,1162918	855,9885	842,771	-13,22	-13,2
SUDESTE	MG	-17,8425669	-46,3371328	587,5092	575,288	-12,22	-12,13
SUDESTE	MG	-15,0578703	-46,5000032	949,5329	935,873	-13,66	-13,74
SUDESTE	MG	-16,2678288	-46,6614071	647,3278	633,812	-13,52	-13,46
SUDESTE	MG	-16,6920798	-46,5242413	539,9273	526,206	-13,72	-13,66
SUDESTE	MG	-21,4752155	-43,125568	403,8666	398,377	-5,49	-5,44
SUDESTE	MG	-20,6601721	-43,7859457	995,3224	990,967	-4,36	-4,4
SUDESTE	MG	-20,1510138	-47,280019	631,5441	623,631	-7,91	-7,86
SUDESTE	MG	-20,2882108	-47,066574	686,5841	679,268	-7,32	-7,37
SUDESTE	MG	-20,2867725	-47,0659148	631,5042	623,244	-8,26	-7,37
SUDESTE	MG	-20,2863026	-47,0668528	631,929	624,514	-7,41	-7,37
SUDESTE	MG	-20,2862672	-47,0642366	669,6019	662,037	-7,56	-7,37
SUDESTE	MG	-20,2856162	-47,0672158	632,5949	625,211	-7,38	-7,37
SUDESTE	MG	-20,2756627	-47,0789592	629,6654	622,27	-7,4	-7,39
SUDESTE	MG	-20,2835598	-47,0643935	669,5673	662,175	-7,39	-7,37
SUDESTE	MG	-20,6637603	-46,3166536	774,6156	767,809	-6,81	-6,75
SUDESTE	MG	-20,6652893	-46,3207131	682,8601	676,062	-6,8	-6,75
SUDESTE	MG	-20,357224	-47,0360243	722,994	715,574	-7,42	-7,18
SUDESTE	MG	-20,3198918	-47,0882033	743,1005	736,468	-6,63	-7,28
SUDESTE	MG	-20,7489734	-46,7627627	746,2726	739,682	-6,59	-6,53
SUDESTE	MG	-20,6039382	-46,9106961	696,5885	689,667	-6,92	-6,85
SUDESTE	MG	-20,7373922	-46,6545809	821,5063	814,981	-6,53	-6,56
SUDESTE	MG	-20,756405	-42,8711022	712,804	706,034	-6,77	-6,75
SUDESTE	MG	-20,762595	-42,8641293	702,5286	695,77	-6,76	-6,73
SUDESTE	MG	-20,7653937	-42,8670267	698,7384	691,982	-6,76	-6,72
SUDESTE	MG	-20,7403881	-42,8437789	653,9156	647,127	-6,79	-6,76
SUDESTE	MG	-20,7474109	-42,8390417	656,0096	649,257	-6,75	-6,73
SUDESTE	MG	-21,3306134	-44,9838917	1217,4974	1213,629	-3,87	-3,93
SUDESTE	MG	-21,3302859	-44,981916	1182,695	1179,016	-3,68	-3,93
SUDESTE	MG	-21,3330862	-44,9745698	1045,0218	1041,098	-3,92	-3,92
SUDESTE	MG	-21,3327146	-44,9728412	1042,0656	1038,172	-3,89	-3,92
SUDESTE	MG	-21,3304583	-44,9681942	1019,1488	1015,072	-4,08	-3,92
SUDESTE	MG	-21,3295158	-44,9688072	1008,5617	1004,636	-3,93	-3,92
SUDESTE	MG	-19,6444121	-42,8188547	341,5556	330,822	-10,73	-10,4
SUDESTE	MG	-18,4803692	-43,0386095	702,4355	692,162	-10,27	-10,28
SUDESTE	MG	-20,0319841	-47,4342421	573,8416	565,366	-8,48	-8,39
SUDESTE	MG	-20,0247606	-48,2150747	500,0411	490,906	-9,14	-9,07
SUDESTE	MG	-20,1193948	-48,5733326	473,889	465,657	-8,23	-8,38
SUDESTE	MG	-20,1247573	-48,5723362	470,2497	461,927	-8,32	-8,37
SUDESTE	MG	-20,2940128	-49,1944528	457,454	449,752	-7,7	-7,69
SUDESTE	MG	-20,3015	-49,1972345	451,1199	443,34	-7,78	-7,69
SUDESTE	MG	-21,1326782	-45,0228794	789,7211	785,463	-4,26	-4,23
SUDESTE	MG	-21,2276372	-44,9759475	922,2363	918,147	-4,09	-4,11
SUDESTE	MG	-21,2274852	-44,9786388	919,7345	915,672	-4,06	-4,11
SUDESTE	MG	-21,2291141	-44,9746058	922,2554	918,155	-4,1	-4,11
SUDESTE	MG	-21,2278997	-44,9735593	931,8194	927,521	-4,3	-4,11
SUDESTE	MG	-21,050526	-45,2858589	772,9453	768,123	-4,82	-4,85
SUDESTE	MG	-21,0593648	-45,3158092	770,0259	765,147	-4,88	-4,91
SUDESTE	MG	-21,0498902	-45,2786115	770,4402	765,6	-4,84	-4,83
SUDESTE	MG	-21,080372	-45,2571318	773,6258	768,855	-4,77	-4,72
SUDESTE	MG	-21,1316898	-45,2517131	768,9863	764,341	-4,65	-4,63
SUDESTE	MG	-21,1396268	-45,2223609	791,1733	786,35	-4,82	-4,59
SUDESTE	MG	-21,1158011	-45,2123177	799,4151	794,78	-4,64	-4,62
SUDESTE	MG	-21,0711498	-45,2301308	774,1617	769,431	-4,73	-4,69
SUDESTE	MG	-21,087811	-45,1780533	783,3864	778,837	-4,55	-4,62
SUDESTE	MG	-21,1672804	-45,1166869	808,8747	804,446	-4,43	-4,4
SUDESTE	MG	-21,1901624	-45,056993	773,4213	769,124	-4,3	-4,24
SUDESTE	MG	-20,0492576	-47,4056955	581,157	572,781	-8,38	-8,28
SUDESTE	MG	-20,0510312	-47,4061054	573,0455	564,58	-8,47	-8,27
SUDESTE	MG	-19,7710237	-43,0188098	531,916	523,206	-8,71	-9,54
SUDESTE	MG	-18,2149818	-45,2598255	577,3296	566,237	-11,09	-11,01
SUDESTE	MG	-18,4242683	-49,1189247	523,4975	511,95	-11,55	-11,54
SUDESTE	MG	-18,4069112	-49,0972581	523,7107	512,101	-11,61	-11,61
SUDESTE	MG	-20,7380812	-46,7361314	698,184	691,587	-6,6	-6,56
SUDESTE	MG	-20,8620348	-46,898467	956,4114	950,531	-5,88	-5,83
SUDESTE	MG	-20,8948855	-47,0021116	933,6855	928,042	-5,64	-5,69
SUDESTE	MG	-21,0712379	-46,9795535	1158,3254	1153,043	-5,28	-5,39
SUDESTE	MG	-21,1929657	-46,9729304	889,5287	884,346	-5,18	-5,18
SUDESTE	MG	-21,3499525	-46,9407411	764,142	759,031	-5,11	-5,07
SUDESTE	MG	-19,1352534	-47,934637	831,3734	821,553	-9,82	-9,81
SUDESTE	MG	-18,8794138	-48,970593	733,8142	723,076	-10,74	-10,69
SUDESTE	MG	-19,8899847	-49,3729311	524,4361	516,747	-7,69	-7,7
SUDESTE	MG	-16,1452036	-40,1743465	155,8263	146,876	-8,95	-9
SUDESTE	MG	-16,149581	-40,5032316	174,5477	165,68	-8,87	-8,92
SUDESTE	MG	-18,0632994	-41,6748089	341,2819	331,685	-9,6	-9,59
SUDESTE	MG	-17,347949	-44,9068594	510,9326	498,335	-12,6	-12,56
SUDESTE	MG	-16,1146103	-45,6238287	593,0314	579,351	-13,68	-13,68
SUDESTE	MG	-17,2240651	-46,8743006	683,3433	670,48	-12,86	-12,85
SUDESTE	MG	-18,5894766	-46,5169278	834,2886	824,346	-9,94	-9,83
SUDESTE	MG	-19,4001171	-47,3213885	1096,5556	1087,917	-8,64	-8,75
SUDESTE	MG	-18,1044781	-45,4681658	603,9634	593,027	-10,94	-11,01
SUDESTE	MG	-18,3665645	-44,4404761	638,704	628,095	-10,61	-10,56
SUDESTE	MG	-17,213236	-44,4454414	559,3696	546,912	-12,46	-12,4
SUDESTE	MG	-20,3300221	-42,3647085	675,3576	668,878	-6,48	-6,55
SUDESTE	MG	-15,7459192	-43,0608185	573,2463	560,24	-13,01	-12,96
SUDESTE	MG	-21,0090203	-42,8197002	384,9993	378,385	-6,61	-6,66
SUDESTE	MG	-21,1635899	-42,4575896	204,2314	197,545	-6,69	-6,69
SUDESTE	MG	-15,6297401	-43,7306539	513,5103	500,313	-13,2	-13,12
SUDESTE	MG	-15,3754072	-44,2665852	452,8237	440,007	-12,82	-12,78
SUDESTE	MG	-17,000168	-45,9702632	549,9529	536,247	-13,71	-13,68
SUDESTE	MG	-16,5651476	-45,9881624	661,7118	648,251	-13,46	-13,5
SUDESTE	MG	-16,8306603	-45,5220234	614,7736	600,934	-13,84	-13,88
SUDESTE	MG	-16,6952868	-45,4130999	520,0841	506,107	-13,98	-13,95
SUDESTE	MG	-16,710876	-46,0452779	758,7674	745,316	-13,45	-13,51
SUDESTE	MG	-14,8928668	-43,8263905	448,3532	435,046	-13,31	-13,39
SUDESTE	MG	-16,6636409	-45,0952486	512,5337	498,678	-13,86	-13,8
SUDESTE	MG	-16,5708945	-44,879206	625,3998	612,018	-13,38	-13,47
SUDESTE	MG	-15,6023422	-42,5286708	780,7389	769,254	-11,48	-11,54
SUDESTE	MG	-14,692858	-44,8008314	668,1029	655,58	-12,52	-12,48
SUDESTE	MG	-15,5014832	-44,6679809	610,325	597,532	-12,79	-12,85
SUDESTE	MG	-16,4841377	-41,0259017	266,3255	257,545	-8,78	-8,75
SUDESTE	MG	-15,7793924	-45,2344973	556,1743	543,028	-13,15	-13,13
SUDESTE	MG	-16,20708	-45,0416454	472,1475	458,503	-13,64	-13,59
SUDESTE	MG	-15,5053911	-45,3958059	613,8456	601,143	-12,7	-12,72
SUDESTE	MG	-16,3021435	-44,7486341	623,9449	611,162	-12,78	-12,81
SUDESTE	MG	-16,5357349	-41,3652057	248,1267	238,548	-9,58	-9,53
SUDESTE	MG	-15,6474853	-44,3994643	490,2453	477,572	-12,67	-12,67
