Região	Unidade	Latitude	Longitude	Altitude 	Altitude	Altitude	Fator 
NORDESTE	BA	-11,0827216	-38,5091818	161,9343	146,655	-15,28	-15,15
NORDESTE	BA	-9,9362676	-38,7482038	321,657	308,808	-12,85	-12,73
NORDESTE	BA	-10,0851945	-38,2827525	256,148	243,867	-12,28	-12,28
NORDESTE	BA	-10,535493	-38,3840218	430,4637	415,919	-14,54	-14,47
NORDESTE	BA	-10,7011982	-38,1989951	252,8262	239,774	-13,05	-12,92
NORDESTE	BA	-10,2007593	-37,8673678	251,2144	240,734	-10,48	-10,5
NORDESTE	BA	-10,8926479	-38,5099616	209,9794	194,878	-15,1	-15,15
NORDESTE	BA	-12,0739443	-38,9696408	241,5896	229,845	-11,74	-11,71
NORDESTE	BA	-11,6757042	-38,9961985	344,3153	332,095	-12,22	-12,23
NORDESTE	BA	-12,1654128	-38,4757678	220,6615	208,29	-12,37	-12,31
NORDESTE	BA	-12,6134014	-38,655541	24,3474	12,33	-12,02	-11,96
NORDESTE	BA	-12,9745676	-39,2250972	202,152	190,702	-11,45	-11,4
NORDESTE	BA	-11,5560898	-38,133931	169,1197	157,083	-12,04	-12,08
NORDESTE	BA	-11,6261229	-38,3013549	274,4908	261,286	-13,2	-13,12
NORDESTE	BA	-12,6509431	-38,3387953	53,9218	42,342	-11,58	-11,5
NORDESTE	BA	-14,2140654	-39,5219478	107,5786	98,123	-9,46	-9,43
NORDESTE	BA	-13,8779983	-40,069503	199,2005	189,255	-9,95	-9,91
NORDESTE	BA	-12,239236	-38,9797852	240,6915	229,037	-11,65	-11,72
NORDESTE	BA	-12,9462672	-38,4228761	46,8121	35,946	-10,87	-10,93
NORDESTE	BA	-12,2169064	-37,8324808	28,6148	18,096	-10,52	-10,55
NORDESTE	BA	-12,9738338	-38,517402	2,0056	-9,057	-11,06	-11,09
NORDESTE	BA	-12,9738984	-38,5172499	2,411	-8,661	-11,07	-11,09
NORDESTE	BA	-13,6404561	-39,4874341	271,918	261,345	-10,57	-10,49
NORDESTE	BA	-15,2419476	-40,3270233	328,5598	318,358	-10,2	-10,23
NORDESTE	BA	-15,9664204	-39,5265592	180,0894	170,743	-9,35	-9,37
NORDESTE	BA	-17,0264772	-39,5400086	130,9478	121,869	-9,08	-9,09
NORDESTE	BA	-18,0774283	-39,5453923	4,8794	-3,313	-8,19	-8,17
NORDESTE	BA	-11,7967665	-39,4105867	221,9986	210,399	-11,6	-11,67
NORDESTE	BA	-10,665878	-39,5183272	370,9792	358,621	-12,36	-12,45
NORDESTE	BA	-11,3626337	-40,0135401	404,2955	392,406	-11,89	-11,91
NORDESTE	BA	-11,9590189	-40,1676435	369,1972	356,595	-12,6	-12,41
NORDESTE	BA	-13,4124647	-44,7209567	713,7578	701,434	-12,32	-12,38
NORDESTE	BA	-12,7935782	-45,9517289	761,2555	747,183	-14,07	-14,17
NORDESTE	BA	-12,4303571	-45,0843849	525,0119	511,219	-13,79	-14,37
NORDESTE	BA	-12,7091994	-44,5658912	776,1149	762,297	-13,82	-13,82
NORDESTE	BA	-11,5026769	-44,9571251	505,5005	488,085	-17,42	-17,35
NORDESTE	BA	-10,8714528	-45,1451296	532,9364	516,199	-16,74	-16,68
NORDESTE	BA	-11,8656927	-42,6989047	726,0294	710,862	-15,17	-15,28
NORDESTE	BA	-12,9549689	-38,428378	36,8284	25,975	-10,85	-10,93
NORDESTE	BA	-14,6014685	-41,1626376	410,6739	398,619	-12,05	-11,99
NORDESTE	BA	-14,5961249	-41,2394554	440,7031	428,514	-12,19	-12,15
NORDESTE	BA	-14,5575637	-41,1555372	438,2362	426,049	-12,19	-12,16
NORDESTE	BA	-14,4028071	-41,1148744	414,3601	401,845	-12,52	-12,44
NORDESTE	BA	-14,3028851	-41,150379	406,2725	393,531	-12,74	-12,75
NORDESTE	BA	-14,2058803	-41,2073141	341,4235	328,43	-12,99	-12,87
NORDESTE	BA	-14,0804289	-41,1865339	379,6116	366,804	-12,81	-12,83
NORDESTE	BA	-13,990166	-41,1367571	348,8973	336,213	-12,68	-12,61
NORDESTE	BA	-10,8375283	-40,1129166	349,9977	337,479	-12,52	-12,48
NORDESTE	BA	-10,2360891	-40,2039409	675,0424	662,743	-12,3	-12,33
NORDESTE	BA	-11,0594404	-42,3108742	459,6086	443,603	-16,01	-15,93
NORDESTE	BA	-10,8990594	-42,7242355	414,1851	397,429	-16,76	-16,72
NORDESTE	BA	-12,1717232	-43,1984607	438,4807	422,094	-16,39	-16,39
NORDESTE	BA	-12,3655276	-42,456736	493,1365	477,718	-15,42	-15,39
NORDESTE	BA	-12,98414	-44,0492014	532,1402	518,057	-14,08	-14,09
NORDESTE	BA	-13,6096439	-42,9410015	627,4683	613,252	-14,22	-14,25
NORDESTE	BA	-13,7686736	-42,7210529	772,8457	759,035	-13,81	-13,85
NORDESTE	BA	-13,5949831	-41,3673194	1161,348	1149,856	-11,49	-11,66
NORDESTE	BA	-14,1200692	-40,2301735	298,7142	288,947	-9,77	-9,87
NORDESTE	BA	-13,8508161	-41,0643108	372,3176	359,845	-12,47	-12,39
NORDESTE	BA	-13,7258124	-40,9789985	414,2415	401,953	-12,29	-12,2
NORDESTE	BA	-13,6805145	-40,9103314	435,4017	423,266	-12,14	-12,1
NORDESTE	BA	-13,6148186	-40,8008254	385,2379	373,309	-11,93	-11,87
NORDESTE	BA	-13,5382534	-40,6531872	387,0889	375,755	-11,33	-11,29
NORDESTE	BA	-13,5362179	-40,5541249	703,8374	693,15	-10,69	-10,82
NORDESTE	BA	-13,6125856	-40,4776933	677,3111	666,983	-10,33	-10,37
NORDESTE	BA	-13,695082	-40,3925343	636,8749	626,785	-10,09	-10,15
NORDESTE	BA	-13,7480961	-40,2985502	682,0985	672,161	-9,94	-10
NORDESTE	BA	-13,8329311	-40,1999269	300,0495	290,147	-9,9	-9,98
NORDESTE	BA	-13,8834425	-40,0323849	193,1058	183,249	-9,86	-9,92
NORDESTE	BA	-13,8555832	-40,1819365	210,7414	200,814	-9,93	-9,96
NORDESTE	BA	-15,0982211	-39,9958874	247,0601	236,51	-10,55	-10,55
NORDESTE	BA	-14,2096737	-42,0894529	648,4615	634,617	-13,84	-13,87
NORDESTE	BA	-12,1346806	-39,3381197	245,4155	234,074	-11,34	-11,45
NORDESTE	BA	-11,9589688	-37,9530835	84,6968	73,953	-10,74	-10,72
NORDESTE	BA	-11,82045	-37,6353044	21,0314	10,483	-10,55	-10,49
NORDESTE	BA	-9,7217988	-38,2372965	325,7388	313,71	-12,03	-11,48
NORDESTE	BA	-11,1703175	-40,5412291	467,9431	455,701	-12,24	-12,26
NORDESTE	BA	-14,0087032	-39,9074563	189,1114	179,058	-10,05	-10,08
NORDESTE	BA	-14,0508989	-39,812257	155,2123	145,105	-10,11	-10,14
NORDESTE	BA	-14,1445066	-39,7147333	139,8803	129,895	-9,99	-10,02
NORDESTE	BA	-14,1958804	-39,6258377	141,5569	131,841	-9,72	-9,7
NORDESTE	BA	-12,9680114	-38,5202266	2,0972	-9,006	-11,1	-11,1
NORDESTE	BA	-12,9738813	-38,5172273	2,6814	-8,395	-11,08	-11,09
NORDESTE	BA	-12,9734804	-38,5148774	3,2939	-7,759	-11,05	-11,08
NORDESTE	BA	-12,9688599	-38,5125574	3,2854	-7,791	-11,08	-11,08
NORDESTE	BA	-11,1990707	-38,8718032	208,7345	195,017	-13,72	-13,77
NORDESTE	BA	-9,0765876	-39,0369313	359,6158	348,409	-11,21	-11,26
NORDESTE	BA	-17,4058741	-40,222203	230,1112	221,073	-9,04	-8,85
NORDESTE	BA	-14,6158795	-42,3237881	725,4205	712,699	-12,72	-12,73
NORDESTE	BA	-13,6853605	-44,4654682	581,7495	569,523	-12,23	-12,26
NORDESTE	BA	-13,5137764	-44,250146	464,7194	451,89	-12,83	-12,9
NORDESTE	BA	-14,598363	-39,3321882	122,2496	113,173	-9,08	-9,03
NORDESTE	BA	-11,6772093	-40,8509281	779,7988	767,994	-11,8	-11,93
NORDESTE	BA	-11,5541203	-40,6880959	532,6613	520,601	-12,06	-12,17
NORDESTE	BA	-12,1366918	-40,3600203	353,3354	340,786	-12,55	-12,51
NORDESTE	BA	-12,4574411	-41,6416379	718,3171	705,791	-12,53	-12,5
NORDESTE	BA	-15,0520092	-38,9986427	5,8126	-1,864	-7,68	-7,67
NORDESTE	BA	-14,7716447	-39,025858	7,9115	-0,519	-8,43	-8,41
NORDESTE	BA	-14,4171008	-39,3264977	85,8304	76,822	-9,01	-9,04
NORDESTE	BA	-14,7428369	-39,0803203	9,7685	1,382	-8,39	-8,44
NORDESTE	BA	-14,5991652	-41,3040823	692,094	679,9	-12,19	-12,19
NORDESTE	BA	-14,5574557	-41,407453	729,3591	717,014	-12,35	-12,44
NORDESTE	BA	-14,4366787	-41,4651752	738,3233	725,615	-12,71	-12,84
NORDESTE	BA	-14,3280404	-41,5275075	465,8141	452,672	-13,14	-13,11
NORDESTE	BA	-14,2605676	-41,5982062	447,2464	433,899	-13,35	-13,33
NORDESTE	BA	-14,2552336	-41,7562511	467,5056	454,036	-13,47	-13,45
NORDESTE	BA	-14,2489239	-41,8539219	545,0168	531,383	-13,63	-13,66
NORDESTE	BA	-14,2297663	-41,9416509	616,5902	602,862	-13,73	-13,71
NORDESTE	BA	-14,1795252	-42,1678718	553,5465	539,616	-13,93	-13,89
NORDESTE	BA	-14,1671656	-42,2674031	566,7051	552,854	-13,85	-13,73
NORDESTE	BA	-14,1429595	-42,378129	741,9171	728,281	-13,64	-13,64
NORDESTE	BA	-14,0748741	-42,4565097	783,0508	769,556	-13,49	-13,53
NORDESTE	BA	-13,9923031	-42,5412698	913,6883	900,26	-13,43	-13,45
NORDESTE	BA	-13,7970553	-42,6586719	998,4282	984,667	-13,76	-13,79
NORDESTE	BA	-13,6936839	-42,8506689	711,6447	697,661	-13,98	-14,03
NORDESTE	BA	-13,4758433	-43,1101348	495,0284	480,446	-14,58	-14,58
NORDESTE	BA	-13,5491387	-43,0157805	553,7762	539,389	-14,39	-14,36
NORDESTE	BA	-13,4062364	-43,2123888	454,3736	439,535	-14,84	-14,77
NORDESTE	BA	-13,3431297	-43,3030152	438,9379	423,997	-14,94	-14,89
NORDESTE	BA	-13,2506972	-43,3732115	441,8597	426,86	-15	-15,08
NORDESTE	BA	-13,260999	-43,518294	434,1526	419,413	-14,74	-14,75
NORDESTE	BA	-13,2804394	-43,6758609	449,1516	434,977	-14,17	-14,42
NORDESTE	BA	-13,3187446	-43,8244921	469,9915	456,04	-13,95	-13,98
NORDESTE	BA	-13,332288	-43,8819775	449,6922	435,852	-13,84	-13,83
NORDESTE	BA	-13,3673499	-43,9933537	497,5245	483,994	-13,53	-13,49
NORDESTE	BA	-13,4048365	-44,1544355	458,3712	445,207	-13,16	-13,13
NORDESTE	BA	-14,9738021	-41,0126409	843,1501	833,232	-9,92	-10,01
NORDESTE	BA	-15,0662184	-41,9582631	736,3989	725,379	-11,02	-11,06
NORDESTE	BA	-16,5713423	-39,5593939	162,667	153,553	-9,11	-9,12
NORDESTE	BA	-16,3733023	-39,3065159	109,4458	100,465	-8,98	-9
NORDESTE	BA	-16,4194983	-39,1353845	68,7441	60,164	-8,58	-8,58
NORDESTE	BA	-16,1556851	-38,9642126	11,5907	3,249	-8,34	-8,44
NORDESTE	BA	-15,6384457	-38,9904868	4,934	-3,852	-8,79	-8,64
NORDESTE	BA	-15,322257	-39,0534429	52,7884	44,913	-7,88	-7,85
NORDESTE	BA	-15,991311	-39,5145424	174,3529	164,99	-9,36	-9,32
NORDESTE	BA	-17,4081451	-39,2272692	18,2872	10,041	-8,25	-8,25
NORDESTE	BA	-17,5521681	-39,2141022	3,4467	-4,623	-8,07	-8,07
NORDESTE	BA	-17,7404723	-39,2416572	4,4002	-3,655	-8,06	-8,12
NORDESTE	BA	-10,006861	-43,4323849	441,1598	424,959	-16,2	-16,2
NORDESTE	BA	-9,6975015	-43,1606598	442,5089	426,081	-16,43	-16,47
NORDESTE	BA	-13,871277	-40,0991105	199,7573	189,735	-10,02	-9,88
NORDESTE	CE	-3,7457342	-38,5821234	22,3642	13,025	-9,34	-9,3
NORDESTE	CE	-3,7457852	-38,5824357	27,0258	17,726	-9,3	-9,3
NORDESTE	CE	-3,815996	-38,4257152	59,91	50,955	-8,96	-9,07
NORDESTE	CE	-3,8775329	-38,4256165	29,1267	20,122	-9	-9
NORDESTE	CE	-3,8778173	-38,4268834	25,1204	16,132	-8,99	-9
NORDESTE	CE	-3,7694087	-38,4751625	17,5182	8,287	-9,23	-9,19
NORDESTE	CE	-3,7682765	-38,4752785	17,5528	8,2	-9,35	-9,19
NORDESTE	CE	-3,7664353	-38,4791234	16,7422	7,517	-9,23	-9,2
NORDESTE	CE	-3,7474029	-38,4496624	7,1734	-1,963	-9,14	-9,14
NORDESTE	CE	-3,8285906	-39,2660271	62,8658	51,737	-11,13	-11,04
NORDESTE	CE	-3,7746647	-39,2375558	85,4665	74,435	-11,03	-10,95
NORDESTE	CE	-4,3628675	-38,8020014	143,9313	134,666	-9,27	-9,26
NORDESTE	CE	-4,3722968	-38,8179354	105,6004	96,217	-9,38	-9,3
NORDESTE	CE	-4,4784261	-39,0778019	237,7229	227,892	-9,83	-9,84
NORDESTE	CE	-4,205094	-38,227444	13,9792	5,188	-8,79	-8,69
NORDESTE	CE	-4,1209354	-38,2653366	19,8781	11,039	-8,84	-8,7
NORDESTE	CE	-3,6890955	-40,3418923	67,4658	52,838	-14,63	-14,6
NORDESTE	CE	-3,7069254	-40,3591297	68,5962	53,895	-14,7	-14,63
NORDESTE	CE	-3,0340177	-41,2438619	11,468	-5,88	-17,35	-17,37
NORDESTE	CE	-3,1285829	-40,145839	17,2318	3,564	-13,67	-13,61
NORDESTE	CE	-3,1420357	-40,0852634	62,523	48,998	-13,53	-13,45
NORDESTE	CE	-4,157629	-40,7701571	940,6982	926,098	-14,6	-14,65
NORDESTE	CE	-4,1995232	-40,7589543	880,3865	865,722	-14,66	-14,66
NORDESTE	CE	-3,7476803	-38,577292	25,8572	16,512	-9,35	-9,29
NORDESTE	CE	-7,2380187	-39,4156055	446,2803	436,051	-10,23	-10,26
NORDESTE	CE	-7,2386367	-39,415315	441,9511	431,63	-10,32	-10,26
NORDESTE	CE	-7,0935272	-39,6790958	458,154	447,905	-10,25	-10,21
NORDESTE	CE	-7,2168025	-39,2729642	406,0762	395,811	-10,27	-10,35
NORDESTE	CE	-7,3089348	-39,5592178	916,6551	906,702	-9,95	-10,02
NORDESTE	CE	-6,8741215	-39,5041493	337,8585	327,232	-10,63	-10,64
NORDESTE	CE	-6,7912907	-39,3056817	308,3012	297,583	-10,72	-10,61
NORDESTE	CE	-3,6929296	-38,5866901	4,4043	-4,91	-9,31	-9,34
NORDESTE	CE	-4,7834587	-40,0748106	690,5884	678,171	-12,42	-12,4
NORDESTE	CE	-4,7414067	-40,13181	672,6224	659,73	-12,89	-12,85
NORDESTE	CE	-5,2017682	-40,6870398	300,5933	286,067	-14,53	-14,48
NORDESTE	CE	-5,219613	-40,5905391	335,3176	321,026	-14,29	-14,24
NORDESTE	CE	-6,2149909	-40,6859898	475,3312	462,449	-12,88	-12,81
NORDESTE	CE	-6,2276416	-40,675377	475,5361	462,688	-12,85	-12,77
NORDESTE	CE	-5,5810758	-39,363406	175,2531	164,449	-10,8	-10,71
NORDESTE	CE	-5,5891932	-39,3774708	184,8026	173,947	-10,86	-10,74
NORDESTE	CE	-4,9787752	-39,0188824	185,8904	176,444	-9,45	-9,45
NORDESTE	CE	-4,971575	-39,0280925	186,3616	176,892	-9,47	-9,47
NORDESTE	CE	-7,0984172	-40,3848971	596,5573	585,745	-10,81	-10,85
NORDESTE	CE	-7,0845148	-40,3163345	602,8667	592,062	-10,8	-10,72
NORDESTE	CE	-6,0102286	-38,3893895	183,464	175,361	-8,1	-8,08
NORDESTE	CE	-6,0132435	-38,3312479	182,8876	174,836	-8,05	-8
NORDESTE	CE	-4,9481991	-37,9923205	23,8415	15,74	-8,1	-8,07
NORDESTE	CE	-4,9708973	-38,0094915	28,905	20,774	-8,13	-8,06
NORDESTE	CE	-7,6917216	-39,0090996	446,3715	436,396	-9,98	-9,9
NORDESTE	CE	-7,1871037	-38,7733152	421,2154	411,414	-9,8	-9,76
NORDESTE	CE	-7,2448903	-39,3070587	430,8869	420,46	-10,43	-10,35
NORDESTE	CE	-6,7942169	-39,2922151	312,1286	301,622	-10,51	-10,61
NORDESTE	CE	-5,5697378	-39,3556547	175,7334	165,003	-10,73	-10,7
NORDESTE	CE	-6,0906034	-39,4606656	300,0428	289,075	-10,97	-11,05
NORDESTE	CE	-6,6499345	-38,6963967	278,0263	268,364	-9,66	-9,71
NORDESTE	CE	-6,4064931	-38,8623024	156,0301	146,007	-10,02	-10
NORDESTE	CE	-5,9007457	-38,6309243	122,6151	113,61	-9,01	-9,03
NORDESTE	CE	-6,0045381	-40,2986314	397,4719	385,329	-12,14	-12,25
NORDESTE	CE	-5,5406922	-40,7698184	363,893	349,671	-14,22	-14,14
NORDESTE	CE	-5,2117237	-40,7023208	313,7281	299,221	-14,51	-14,49
NORDESTE	CE	-4,7945799	-40,0630167	704,6661	692,413	-12,25	-12,33
NORDESTE	CE	-4,7084092	-40,5584685	252,1574	237,271	-14,89	-14,92
NORDESTE	CE	-6,3498595	-39,2929492	216,0699	205,1	-10,97	-11,11
NORDESTE	CE	-4,9365198	-37,9836991	20,8019	12,735	-8,07	-8,08
NORDESTE	CE	-4,9799477	-38,989375	207,9805	198,687	-9,29	-9,37
NORDESTE	CE	-4,3472334	-39,3010616	140,5414	129,923	-10,62	-10,69
NORDESTE	CE	-4,8473891	-39,5764766	309,087	298,291	-10,8	-10,91
NORDESTE	CE	-3,8474937	-38,6091916	33,0347	23,668	-9,37	-9,39
NORDESTE	CE	-2,9190886	-39,9188997	17,7576	4,702	-13,06	-13,17
NORDESTE	CE	-4,5789117	-38,3671996	62,0372	53,57	-8,47	-8,61
NORDESTE	CE	-3,7262167	-38,4746122	57,6142	48,419	-9,2	-9,18
NORDESTE	CE	-3,7941792	-38,5575733	29,0153	19,704	-9,31	-9,29
NORDESTE	CE	-3,7146096	-38,4768301	3,6712	-5,499	-9,17	-9,18
NORDESTE	CE	-3,743788	-38,6193784	18,3081	8,929	-9,38	-9,36
NORDESTE	CE	-3,3729172	-39,294505	49,9344	38,903	-11,03	-11,08
NORDESTE	CE	-3,714598	-38,4768164	3,7586	-5,381	-9,14	-9,18
NORDESTE	CE	-3,7063392	-38,4732003	3,8716	-5,254	-9,13	-9,18
NORDESTE	CE	-3,7577928	-39,7425507	181,8273	169,296	-12,53	-12,55
NORDESTE	CE	-3,1906708	-40,7409697	56,835	41,691	-15,14	-15,29
NORDESTE	CE	-3,8365114	-40,9400402	870,8104	856,235	-14,58	-14,87
NORDESTE	CE	-4,4631636	-40,1605561	244,4532	230,778	-13,68	-13,71
NORDESTE	CE	-5,1829736	-38,4470646	108,8252	100,446	-8,38	-8,41
NORDESTE	CE	-5,5427322	-38,2766349	85,9866	77,898	-8,09	-8,1
NORDESTE	CE	-4,6875218	-37,394595	5,869	-2,126	-8	-8,05
NORDESTE	CE	-3,7466009	-38,5725667	15,3736	6,082	-9,29	-9,29
NORDESTE	CE	-5,4420107	-40,0393579	578,5482	566,634	-11,91	-11,94
NORDESTE	CE	-6,5432417	-39,8998918	317,8719	306,774	-11,1	-11,19
NORDESTE	MA	-4,2468169	-46,1990481	295,6393	268,01	-27,63	-27,74
NORDESTE	MA	-2,3199256	-44,369172	40,9769	15,446	-25,53	-25,56
NORDESTE	MA	-2,3154024	-44,3691719	44,755	19,244	-25,51	-25,54
NORDESTE	MA	-2,3176639	-44,3680481	41,749	16,159	-25,59	-25,54
NORDESTE	MA	-5,4922498	-47,4958125	121,8033	96,431	-25,37	-25,33
NORDESTE	MA	-5,4918805	-47,4983281	120,5795	95,204	-25,38	-25,32
NORDESTE	MA	-5,4898647	-47,4980773	120,9018	95,549	-25,35	-25,32
NORDESTE	MA	-5,4902265	-47,4956034	122,8362	97,469	-25,37	-25,33
NORDESTE	MA	-5,4765064	-47,4995912	174,0951	148,748	-25,35	-25,32
NORDESTE	MA	-5,4745877	-47,4845662	186,0165	160,628	-25,39	-25,33
NORDESTE	MA	-3,0563558	-45,6384215	63,928	35,658	-28,27	-28,19
NORDESTE	MA	-4,0217065	-45,7544524	46,6671	18,4	-28,27	-28,29
NORDESTE	MA	-3,9093155	-45,5897663	37,1526	8,813	-28,34	-28,41
NORDESTE	MA	-4,1188444	-44,1276045	35,4631	10,096	-25,37	-25,31
NORDESTE	MA	-4,2473061	-43,0166774	63,0913	40,585	-22,51	-22,44
NORDESTE	MA	-4,8127882	-43,3443066	69,3861	46,114	-23,27	-23,22
NORDESTE	MA	-5,3457439	-44,4752223	126,794	102,007	-24,79	-24,69
NORDESTE	MA	-7,0430844	-44,6002541	262,8514	239,921	-22,93	-22,98
NORDESTE	MA	-6,8974151	-46,1726959	447,3452	422,708	-24,64	-24,63
NORDESTE	MA	-5,7687042	-46,0704395	214,801	188,416	-26,39	-26,36
NORDESTE	MA	-4,4751655	-46,8550948	166,0408	138,972	-27,07	-27,05
NORDESTE	MA	-2,1824225	-45,8730146	65,1084	38,012	-27,1	-27,07
NORDESTE	MA	-3,5796313	-44,6581794	13,9178	-13,557	-27,47	-27,46
NORDESTE	MA	-3,7331586	-43,4577882	47,6552	25,182	-22,47	-22,59
NORDESTE	MA	-9,3957903	-46,2383495	452,2796	431,832	-20,45	-20,49
NORDESTE	MA	-8,7712096	-45,9365173	313,8904	292,316	-21,57	-21,5
NORDESTE	MA	-6,1564279	-44,0167705	280,2566	257,28	-22,98	-22,89
NORDESTE	MA	-5,6059365	-46,2380222	123,4883	96,874	-26,61	-26,53
NORDESTE	MA	-4,7507793	-44,3314484	123,335	97,9	-25,44	-25,41
NORDESTE	MA	-4,6416849	-44,8127288	51,8393	25,157	-26,68	-26,66
NORDESTE	MA	-4,2224339	-44,7599803	21,2594	-5,752	-27,01	-26,94
NORDESTE	MA	-3,1929129	-45,0181919	18,7606	-9,081	-27,84	-27,78
NORDESTE	MA	-2,6990915	-44,8566372	7,2798	-20,395	-27,67	-27,66
NORDESTE	MA	-3,5233115	-43,9645839	34,6901	10,227	-24,46	-24,45
NORDESTE	MA	-3,1470852	-43,3208889	90,6505	68,377	-22,27	-22,22
NORDESTE	MA	-2,7963864	-42,3699079	8,8665	-13,568	-22,43	-22,33
NORDESTE	MA	-5,5249687	-43,3196365	220,8647	198,707	-22,16	-22,15
NORDESTE	MA	-4,5379943	-44,0269333	56,7906	31,788	-25	-25
NORDESTE	MA	-4,9283585	-43,1849306	144,8512	121,924	-22,93	-22,94
NORDESTE	MA	-3,6728385	-42,8552075	85,4831	63,749	-21,73	-21,7
NORDESTE	PB	-6,7832581	-35,9753231	429,9969	425,978	-4,02	-4,07
NORDESTE	PB	-7,3561251	-35,6212152	165,8938	161,142	-4,75	-4,59
NORDESTE	PB	-7,1585891	-36,796535	546,0353	540,98	-5,06	-5,08
NORDESTE	PB	-6,7698148	-37,796146	187,7794	179,583	-8,2	-8,12
NORDESTE	PB	-7,3538393	-38,1497288	321,7904	313,073	-8,72	-8,7
NORDESTE	PB	-6,39155	-36,4471298	368,7902	364,261	-4,53	-4,59
NORDESTE	PB	-7,804121	-36,6858822	504,7579	499,129	-5,63	-5,64
NORDESTE	PB	-7,7634377	-36,3504244	518,9049	513,515	-5,39	-5,4
NORDESTE	PB	-7,4386006	-35,9012368	378,8728	374,333	-4,54	-4,6
NORDESTE	PB	-6,6647384	-35,3516875	139,5516	134,713	-4,84	-4,82
NORDESTE	PB	-7,2644634	-37,1240484	644,3518	638,626	-5,73	-5,86
NORDESTE	PB	-7,1254172	-34,9439178	9,8012	5,113	-4,69	-4,83
NORDESTE	PE	-9,3650328	-40,5651529	383,8664	370,505	-13,36	-13,38
NORDESTE	PE	-8,0509638	-34,9515164	25,9125	20,18	-5,73	-5,65
NORDESTE	PE	-8,3071419	-35,0722694	51,4089	45,621	-5,79	-5,78
NORDESTE	PE	-8,3641074	-35,2151265	95,9969	90,249	-5,75	-5,77
NORDESTE	PE	-8,3067792	-35,2555933	95,9608	90,192	-5,77	-5,74
NORDESTE	PE	-8,1543402	-35,2639372	327,3916	321,772	-5,62	-5,62
NORDESTE	PE	-8,0584701	-34,9522852	9,622	3,938	-5,68	-5,67
NORDESTE	PE	-8,8859643	-40,2281857	410,6525	398,156	-12,5	-12,48
NORDESTE	PE	-8,0866934	-39,4141126	415,4503	404,85	-10,6	-10,53
NORDESTE	PE	-8,6751524	-39,7517454	369,3971	357,874	-11,52	-11,56
NORDESTE	PE	-8,624682	-38,6401218	326,5873	316,643	-9,94	-9,86
NORDESTE	PE	-8,6146288	-39,0952765	341,3606	330,832	-10,53	-10,57
NORDESTE	PE	-8,3599236	-37,2735456	580,1758	573,032	-7,14	-7,03
NORDESTE	PE	-8,3751995	-39,0483434	379,8592	369,546	-10,31	-10,3
NORDESTE	PE	-7,708692	-37,6052032	546,7354	539,566	-7,17	-7,18
NORDESTE	PE	-8,2257296	-35,931755	570,5996	564,91	-5,69	-5,69
NORDESTE	PE	-8,9820709	-36,8309028	482,352	475,598	-6,75	-6,79
NORDESTE	PE	-7,569681	-35,3950459	343,7691	338,835	-4,93	-4,85
NORDESTE	PE	-8,6039494	-40,050892	395,4551	383,69	-11,77	-11,78
NORDESTE	PE	-8,5939062	-35,1127784	45,8569	39,931	-5,93	-6,07
NORDESTE	PE	-8,515562	-40,6323779	458,9703	446,747	-12,22	-12,22
NORDESTE	PE	-7,688524	-39,8042703	519,2428	509,009	-10,23	-10,35
NORDESTE	PE	-8,2270128	-39,3772227	372,0659	361,507	-10,56	-10,68
NORDESTE	PE	-7,9273546	-38,9701709	500,7472	490,863	-9,88	-9,94
NORDESTE	PE	-8,2208153	-35,4489714	452,4703	446,853	-5,62	-5,62
NORDESTE	PE	-8,7680229	-36,249865	679,5949	673,764	-5,83	-5,9
NORDESTE	PE	-8,3699959	-36,5944875	678,9705	673,003	-5,97	-6,01
NORDESTE	PE	-8,6888124	-37,8651796	602,8122	593,568	-9,24	-9,16
NORDESTE	PE	-7,9918813	-38,298692	430,1191	421,195	-8,92	-8,97
NORDESTE	PE	-8,0631629	-34,8711388	3,4884	-2,269	-5,76	-5,86
NORDESTE	PI	-3,0737419	-41,2632702	16,9686	-0,39	-17,36	-17,38
NORDESTE	PI	-8,1938725	-43,7557782	321,9308	302,095	-19,84	-19,79
NORDESTE	PI	-6,9943136	-41,3663118	221,127	206,031	-15,1	-15,08
NORDESTE	PI	-7,8858017	-41,8908994	306,1953	290,655	-15,54	-15,67
NORDESTE	PI	-9,0158317	-42,8305088	447,7686	433,147	-14,62	-14,63
NORDESTE	PI	-8,0870746	-42,951288	267,6815	249,704	-17,98	-17,93
NORDESTE	PI	-9,0588068	-44,3151604	259,2055	240,926	-18,28	-18,31
NORDESTE	PI	-10,1123917	-44,2175616	354,209	339,291	-14,92	-15,12
NORDESTE	PI	-10,5195259	-45,1884866	520,1124	504,538	-15,57	-15,65
NORDESTE	PI	-9,8253779	-45,3347224	496,4959	479,167	-17,33	-17,26
NORDESTE	PI	-6,7684298	-43,0193867	113,7865	92,725	-21,06	-20,99
NORDESTE	PI	-7,3947724	-44,5789416	365,8503	343,097	-22,75	-22,65
NORDESTE	PI	-7,3537629	-40,7632923	482,3878	470,368	-12,02	-11,99
NORDESTE	PI	-8,1036939	-41,0739237	370,2873	357,824	-12,46	-12,49
NORDESTE	PI	-6,2638036	-41,4040543	287,1447	271,174	-15,97	-15,91
NORDESTE	PI	-6,4777445	-42,3397745	422,3033	403,009	-19,29	-19,31
