http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Região;Unidade da Federação (UF);Latitude;Longitude
NORDESTE;BA;-14,5574557;-41,4074530
NORDESTE;BA;-14,4366787;-41,4651752
NORDESTE;BA;-14,3280404;-41,5275075
NORDESTE;BA;-14,2605676;-41,5982062
NORDESTE;BA;-14,2552336;-41,7562511
NORDESTE;BA;-14,2489239;-41,8539219
NORDESTE;BA;-14,2297663;-41,9416509
NORDESTE;BA;-14,1795252;-42,1678718
NORDESTE;BA;-14,1671656;-42,2674031
NORDESTE;BA;-14,1429595;-42,3781290
NORDESTE;BA;-14,0748741;-42,4565097
NORDESTE;BA;-13,9923031;-42,5412698
NORDESTE;BA;-13,7970553;-42,6586719
NORDESTE;BA;-13,6936839;-42,8506689
NORDESTE;BA;-13,4758433;-43,1101348
NORDESTE;BA;-13,5491387;-43,0157805
NORDESTE;BA;-13,4062364;-43,2123888
NORDESTE;BA;-13,3431297;-43,3030152
NORDESTE;BA;-13,2506972;-43,3732115
NORDESTE;BA;-13,2609990;-43,5182940
NORDESTE;BA;-13,2804394;-43,6758609
NORDESTE;BA;-13,3187446;-43,8244921
NORDESTE;BA;-13,3322880;-43,8819775
NORDESTE;BA;-13,3673499;-43,9933537
NORDESTE;BA;-13,4048365;-44,1544355
NORDESTE;BA;-14,9738021;-41,0126409
NORDESTE;BA;-15,0662184;-41,9582631
NORDESTE;BA;-16,5713423;-39,5593939
NORDESTE;BA;-16,3733023;-39,3065159
NORDESTE;BA;-16,4194983;-39,1353845
NORDESTE;BA;-16,1556851;-38,9642126
NORDESTE;BA;-15,6384457;-38,9904868
NORDESTE;BA;-15,3222570;-39,0534429
NORDESTE;BA;-15,9913110;-39,5145424
NORDESTE;BA;-17,4081451;-39,2272692
NORDESTE;BA;-17,5521681;-39,2141022
NORDESTE;BA;-17,7404723;-39,2416572
NORDESTE;BA;-10,0068610;-43,4323849
NORDESTE;BA;-09,6975015;-43,1606598
NORDESTE;BA;-13,8712770;-40,0991105
NORDESTE;CE;-03,7457342;-38,5821234
NORDESTE;CE;-03,7457852;-38,5824357
NORDESTE;CE;-03,8159960;-38,4257152
NORDESTE;CE;-03,8775329;-38,4256165
NORDESTE;CE;-03,8778173;-38,4268834
NORDESTE;CE;-03,7694087;-38,4751625
NORDESTE;CE;-03,7682765;-38,4752785
NORDESTE;CE;-03,7664353;-38,4791234
NORDESTE;CE;-03,7474029;-38,4496624
NORDESTE;CE;-03,8285906;-39,2660271
NORDESTE;CE;-03,7746647;-39,2375558
NORDESTE;CE;-04,3628675;-38,8020014
NORDESTE;CE;-04,3722968;-38,8179354
NORDESTE;CE;-04,4784261;-39,0778019
NORDESTE;CE;-04,2050940;-38,2274440
NORDESTE;CE;-04,1209354;-38,2653366
NORDESTE;CE;-03,6890955;-40,3418923
NORDESTE;CE;-03,7069254;-40,3591297
NORDESTE;CE;-03,0340177;-41,2438619
NORDESTE;CE;-03,1285829;-40,1458390
NORDESTE;CE;-03,1420357;-40,0852634
NORDESTE;CE;-04,1576290;-40,7701571
NORDESTE;CE;-04,1995232;-40,7589543
NORDESTE;CE;-03,7476803;-38,5772920
NORDESTE;CE;-07,2380187;-39,4156055
NORDESTE;CE;-07,2386367;-39,4153150
NORDESTE;CE;-07,0935272;-39,6790958
NORDESTE;CE;-07,2168025;-39,2729642
NORDESTE;CE;-07,3089348;-39,5592178
NORDESTE;CE;-06,8741215;-39,5041493
NORDESTE;CE;-06,7912907;-39,3056817
NORDESTE;CE;-03,6929296;-38,5866901
NORDESTE;CE;-04,7834587;-40,0748106
NORDESTE;CE;-04,7414067;-40,1318100
NORDESTE;CE;-05,2017682;-40,6870398
NORDESTE;CE;-05,2196130;-40,5905391
NORDESTE;CE;-06,2149909;-40,6859898
NORDESTE;CE;-06,2276416;-40,6753770
NORDESTE;CE;-05,5810758;-39,3634060
NORDESTE;CE;-05,5891932;-39,3774708
NORDESTE;CE;-04,9787752;-39,0188824
NORDESTE;CE;-04,9715750;-39,0280925
NORDESTE;CE;-07,0984172;-40,3848971
NORDESTE;CE;-07,0845148;-40,3163345
NORDESTE;CE;-06,0102286;-38,3893895
NORDESTE;CE;-06,0132435;-38,3312479
NORDESTE;CE;-04,9481991;-37,9923205
NORDESTE;CE;-04,9708973;-38,0094915
NORDESTE;CE;-07,6917216;-39,0090996
NORDESTE;CE;-07,1871037;-38,7733152
NORDESTE;CE;-07,2448903;-39,3070587
NORDESTE;CE;-06,7942169;-39,2922151
NORDESTE;CE;-05,5697378;-39,3556547
NORDESTE;CE;-06,0906034;-39,4606656
NORDESTE;CE;-06,6499345;-38,6963967
NORDESTE;CE;-06,4064931;-38,8623024
NORDESTE;CE;-05,9007457;-38,6309243
NORDESTE;CE;-06,0045381;-40,2986314
NORDESTE;CE;-05,5406922;-40,7698184
NORDESTE;CE;-05,2117237;-40,7023208
NORDESTE;CE;-04,7945799;-40,0630167
NORDESTE;CE;-04,7084092;-40,5584685
NORDESTE;CE;-06,3498595;-39,2929492
NORDESTE;CE;-04,9365198;-37,9836991
NORDESTE;CE;-04,9799477;-38,9893750
NORDESTE;CE;-04,3472334;-39,3010616
NORDESTE;CE;-04,8473891;-39,5764766
NORDESTE;CE;-03,8474937;-38,6091916
NORDESTE;CE;-02,9190886;-39,9188997
